Record,Location,X,Y,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type
127,ALBANY DR @ HANBURY AVE,363226.0375,5024610.284,10/20/16,20:32,02 - Rain,02 - Wet,10 - No control,02 - Intersection related,07 - Dark,02 - Non-fatal injury,07 - SMV other
128,ALBANY DR btwn CLINE CRES & EDGELAND PL,363181.9628,5025050.153,7/22/16,21:46,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
129,ALBERT ST @ BANK ST,367384.9885,5031423.797,8/1/16,15:05,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,07 - SMV other
130,ALBERT ST @ BANK ST,367386.3547,5031423.793,2/19/16,20:48,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,07 - SMV other
131,ALBERT ST @ BANK ST,367385.9156,5031423.354,10/2/16,12:00,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
132,ALBERT ST @ BANK ST,367384.8679,5031423.16,11/17/16,0:03,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
133,ALBERT ST @ BANK ST,367386.0867,5031423.574,7/6/16,6:48,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
134,ALBERT ST @ BAY ST,366942.3479,5031144.185,3/15/16,21:13,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other
135,ALBERT ST @ BAY ST,366942.4699,5031144.263,5/23/16,15:58,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
136,ALBERT ST @ BOOTH ST,366429.6558,5030625.571,7/10/16,11:59,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe
137,ALBERT ST @ BOOTH ST,366428.2742,5030625.136,7/6/16,7:25,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
138,ALBERT ST @ BOOTH ST,366427.5955,5030627.664,11/16/16,23:30,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle
139,ALBERT ST @ BOOTH ST,366428.0346,5030626.347,1/15/16,16:30,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
140,ALBERT ST @ BOOTH ST,366428.0114,5030626.567,7/16/16,10:21,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
141,ALBERT ST @ BOOTH ST,366427.5955,5030626.347,2/25/16,19:28,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
142,ALBERT ST @ BOOTH ST,366429.2572,5030626.911,9/18/16,10:29,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement
143,ALBERT ST @ BOOTH ST,366429.0838,5030626.567,2/17/16,19:31,01 - Clear,03 - Loose snow,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle
144,ALBERT ST @ BOOTH ST,366428.6932,5030628.637,8/17/16,1:56,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,07 - SMV other
145,ALBERT ST @ BOOTH ST,366428.4737,5030626.347,12/17/16,12:20,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
146,ALBERT ST @ BOOTH ST,366429.5214,5030625.324,11/29/16,6:39,03 - Snow,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle
147,ALBERT ST @ BRICKHILL ST,366625.477,5030800.109,7/22/16,6:01,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,02 - Angle
148,ALBERT ST @ BRONSON AVE,366741.082,5031017.722,2/16/16,14:53,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,01 - Approaching
149,ALBERT ST @ BRONSON AVE,366739.4523,5031017.038,7/31/16,14:55,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
150,ALBERT ST @ BRONSON AVE,366739.0457,5031016.355,9/3/16,21:47,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle
151,ALBERT ST @ BRONSON AVE,366739.0457,5031016.794,10/11/16,14:34,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
152,ALBERT ST @ COMMISSIONER ST,366713.9168,5030971.35,10/5/16,7:47,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
153,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367851.3858,5031712.031,5/5/16,23:09,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other
154,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367850.7116,5031711.314,8/25/16,9:25,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
155,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367851.3775,5031711.803,2/17/16,15:59,03 - Snow,05 - Packed snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
156,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367851.1193,5031711.936,2/6/16,19:34,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,07 - SMV other
157,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367852.0893,5031711.352,4/26/16,21:26,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,07 - SMV other
158,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367850.9371,5031711.807,5/15/16,15:58,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
159,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367850.6453,5031711.614,7/6/16,17:44,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
160,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367851.1022,5031710.019,2/19/16,14:48,03 - Snow,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
161,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367850.9361,5031712.255,4/26/16,16:11,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other
162,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367850.7032,5031712.516,7/10/16,2:52,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,07 - SMV other
163,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367849.5752,5031711.581,7/28/16,15:30,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
164,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367849.6782,5031715.14,7/7/16,14:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
165,ALBERT ST @ EMPRESS AVE,366577.3828,5030720.566,6/14/16,18:41,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
166,ALBERT ST @ KENT ST (OTTAWA),367222.523,5031318.331,11/23/16,18:36,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other
167,ALBERT ST @ KENT ST (OTTAWA),367221.9203,5031320.701,6/8/16,11:17,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
168,ALBERT ST @ KENT ST (OTTAWA),367222.523,5031320.816,12/16/16,8:52,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
169,ALBERT ST @ KENT ST (OTTAWA),367220.0385,5031319.988,10/5/16,10:11,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
170,ALBERT ST @ KENT ST (OTTAWA),367220.8666,5031319.159,9/23/16,10:27,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
171,ALBERT ST @ LYON ST,367062.9275,5031219.584,7/27/16,7:15,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
172,ALBERT ST @ LYON ST,367063.3661,5031220.25,3/9/16,14:05,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
173,ALBERT ST @ LYON ST,367062.7002,5031220.035,6/18/16,18:30,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
174,ALBERT ST @ METCALFE ST,367691.7005,5031614.249,3/17/16,12:52,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
175,ALBERT ST @ METCALFE ST,367690.6028,5031613.801,5/31/16,7:48,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
176,ALBERT ST @ METCALFE ST,367691.476,5031613.806,4/15/16,9:11,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
177,ALBERT ST @ O'CONNOR ST,367538.922,5031520.353,9/4/16,3:38,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement
178,ALBERT ST @ O'CONNOR ST,367538.7025,5031520.13,3/16/16,10:43,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement
179,ALBERT ST @ O'CONNOR ST,367539.5307,5031519.331,12/29/16,21:45,03 - Snow,04 - Slush,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,99 - Other
180,ALBERT ST @ O'CONNOR ST,367537.2824,5031520.81,2/18/16,16:18,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
181,ALBERT ST @ PERKINS ST,366534.5712,5030694.897,6/30/16,10:45,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
182,ALBERT ST @ PRESTON ST,366160.1963,5030464.472,8/1/16,10:37,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe
183,ALBERT ST @ PRESTON ST,366160.3078,5030464.664,3/21/16,9:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
184,ALBERT ST @ PRESTON ST,366161.0597,5030464.382,8/24/16,4:54,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle
185,ALBERT ST @ PRESTON ST,366160.3312,5030464.475,2/15/16,12:15,01 - Clear,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
186,ALBERT ST @ PRESTON ST,366161.0597,5030464.662,1/4/16,18:13,01 - Clear,03 - Loose snow,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
187,ALBERT ST @ PRESTON ST,366161.1803,5030464.475,2/19/16,10:51,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
188,ALBERT ST @ PRESTON ST,366161.0597,5030464.942,9/14/16,12:24,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
189,ALBERT ST @ PRESTON ST,366159.9065,5030465.052,7/7/16,15:46,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
190,ALBERT ST @ PRESTON ST,366161.0155,5030464.437,6/10/16,10:44,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
191,ALBERT ST @ PRESTON ST,366160.7798,5030464.662,9/23/16,7:36,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
192,ALBERT ST btwn BAY ST & LYON ST N,367046.1093,5031208.22,6/11/16,4:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other
193,ALBERT ST btwn BRONSON AVE & BAY ST,366827.3004,5031072.996,1/24/16,10:17,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
194,ALBERT ST btwn BRONSON AVE & BAY ST,366937.646,5031142.489,2/13/16,22:00,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe
195,ALBERT ST btwn CITY CENTRE AVE & PRESTON ST,366116.407,5030437.725,5/13/16,21:33,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement
196,ALBERT ST btwn ELGIN ST & ELGIN ST,367866.2172,5031715.177,3/11/16,13:27,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
197,ALBERT ST btwn ELGIN ST & SLATER ST,367905.9305,5031719.213,4/15/16,9:03,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
198,ALBERT ST btwn KENT ST & BANK ST,367377.4094,5031419.766,3/29/16,16:24,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
199,ALBERT ST btwn KENT ST & BANK ST,367239.0567,5031332.426,6/28/16,10:38,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
200,ALBERT ST btwn KENT ST & BANK ST,367365.8203,5031411.565,12/13/16,8:50,03 - Snow,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
201,ALBERT ST btwn LYON ST N & KENT ST,367082.9275,5031230.948,7/27/16,16:10,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
202,ALBERT ST btwn LYON ST N & KENT ST,367066.841,5031222.482,10/11/16,16:15,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
203,ALBERT ST btwn LYON ST N & KENT ST,367071.7013,5031225.511,10/7/16,18:26,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,05 - Turning movement
204,ALBERT ST btwn LYON ST N & KENT ST,367066.6519,5031222.657,9/27/16,11:55,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,99 - Other
205,ALBERT ST btwn METCALFE ST & ELGIN ST,367781.1178,5031670.528,1/22/16,9:07,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
206,ALBERT ST btwn O'CONNOR ST & METCALFE ST,367637.5306,5031578.386,8/25/16,17:22,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
207,ALBERT ST btwn O'CONNOR ST & METCALFE ST,367648.6363,5031586.667,10/27/16,21:39,03 - Snow,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end
208,ALBERT ST btwn PERKINS ST & TRANSIT,366556.4011,5030707.292,8/5/16,11:40,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
209,ALBERT ST btwn SCOTT ST & CITY CENTRE AVE (2),365944.587,5030339.958,10/21/16,11:49,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,01 - Approaching
210,ALBERT ST btwn SCOTT ST & CITY CENTRE AVE (2),365873.8125,5030307.294,7/21/16,7:05,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
211,ALBERT ST btwn SLATER ST & BRICKHILL ST,366591.8492,5030735.275,10/29/16,12:26,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
212,ALBION RD    S btwn SOUTHGATE RD & TURN LANE,371825.1446,5024426.244,10/20/16,13:44,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
213,ALBION RD    S btwn TURN LANE & ALBION RD,371920.7969,5024190.777,6/10/16,17:35,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
214,ALBION RD    S btwn TURN LANE & ALBION RD,371922.1507,5024188.8,7/3/16,0:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,05 - Turning movement
215,ALBION RD    S btwn TURN LANE & ALBION RD,371907.4304,5024223.682,11/14/16,15:22,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
216,ALBION RD @ 210 S OF HIGH RD/EARL ARMSTRONG RD,374709.4442,5017555.438,2/10/16,15:30,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
217,ALBION RD @ BANK ST,371947.3569,5024129.25,6/18/16,19:37,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
218,ALBION RD @ BANK ST,371946.5084,5024128.841,12/15/16,17:32,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement
219,ALBION RD @ BANK ST,371946.062,5024130.609,2/21/16,16:46,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
220,ALBION RD @ BANK ST,371947.4021,5024129.05,5/9/16,21:35,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
221,ALBION RD @ BANK ST,371946.9534,5024128.823,5/4/16,19:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
222,ALBION RD @ BANK ST,371946.5084,5024128.841,10/31/16,13:03,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
223,ALBION RD @ BANK ST,371947.2013,5024129.263,12/22/16,7:56,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
224,ALBION RD @ BANK ST,371945.8997,5024129.085,12/7/16,19:29,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
225,ALBION RD @ BRIDLE PATH DR,372106.0702,5023740.282,9/9/16,14:39,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
226,ALBION RD @ CAHILL DR,371725.9505,5024667.859,12/5/16,7:45,03 - Snow,03 - Loose snow,02 - Stop sign,02 - Intersection related,03 - Dawn,03 - P.D. only,02 - Angle
227,ALBION RD @ FINDLAY CREEK DR,374010.0249,5019208.543,2/5/16,16:21,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
228,ALBION RD @ GOTH AVE,372332.5137,5023197.6,6/23/16,20:24,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
229,ALBION RD @ HIGH RD,374627.2907,5017745.67,8/16/16,8:36,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
230,ALBION RD @ HUNT CLUB RD,371867.9557,5024321.184,3/10/16,22:06,"07 - Fog, mist, smoke, dust",02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement
231,ALBION RD @ HUNT CLUB RD,371867.6801,5024320.49,5/24/16,18:26,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
232,ALBION RD @ HUNT CLUB RD,371867.7671,5024320.627,7/8/16,15:49,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
233,ALBION RD @ HUNT CLUB RD,371867.6373,5024320.491,5/16/16,10:08,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
234,ALBION RD @ HUNT CLUB RD,371867.674,5024320.468,1/31/16,23:05,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle
235,ALBION RD @ HUNT CLUB RD,371869.39,5024319.276,10/21/16,20:08,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
236,ALBION RD @ HUNT CLUB RD,371867.7507,5024320.58,1/18/16,18:58,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement
237,ALBION RD @ HUNT CLUB RD,371867.7102,5024320.458,8/19/16,6:46,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
238,ALBION RD @ HUNT CLUB RD,371868.4071,5024320.293,4/9/16,9:26,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
239,ALBION RD @ HUNT CLUB RD,371868.1243,5024320.518,3/26/16,13:15,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
240,ALBION RD @ HUNT CLUB RD,371866.9055,5024319.276,10/6/16,20:17,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
241,ALBION RD @ HUNT CLUB RD,371867.1982,5024321.053,10/7/16,23:50,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
242,ALBION RD @ HUNT CLUB RD,371867.7102,5024320.458,12/5/16,15:33,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle
243,ALBION RD @ JOHNSTON RD,371502.9564,5025225.515,7/4/16,21:21,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement
244,ALBION RD @ KITCHENER AVE,371219.0634,5025904.641,3/1/16,15:27,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
245,ALBION RD @ KITCHENER AVE,371219.7068,5025903.582,8/25/16,14:27,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other
246,ALBION RD @ KITCHENER AVE,371219.0707,5025903.75,12/5/16,10:24,03 - Snow,05 - Packed snow,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
247,ALBION RD @ LESTER RD,372694.9627,5022332.715,11/6/16,15:21,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
248,ALBION RD @ LESTER RD,372693.915,5022332.082,8/30/16,15:45,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
